faa,name,lat,lon,alt,dst
MTC,Selfridge Angb,42.608333,-82.8355,580,A
MTH,Florida Keys Marathon Airport,24.726111,-81.051389,7,A
MTJ,Montrose Regional Airport,38.509794,-107.894242,5759,A
MTM,Metlakatla Seaplane Base,55.131111,-131.578056,0,A
MTN,Martin State,39.3256667,-76.4137778,22,A
MUE,Waimea Kohala,20.001328,-155.668108,2671,A
MUI,Muir Aaf,40.434811,-76.569411,489,A
MUO,Mountain Home Afb,43.043603,-115.872431,2996,A
MVL,Morrisville Stowe State Airport,44.535,-72.614,732,A
MVY,Martha\\'s Vineyard,41.391667,-70.615278,67,A
MWA,Williamson Country Regional Airport,37.7549569,-89.0110936,472,A
MWC,Lawrence J Timmerman Airport,43.1103889,-88.0344167,745,A
MWH,Grant Co Intl,47.207708,-119.32019,1185,A
MWL,Mineral Wells,32.781606,-98.060175,974,A
MWM,Windom Municipal Airport,43.9134017,-95.1094083,1410,A
MXF,Maxwell Afb,32.382944,-86.365778,171,A
MXY,McCarthy Airport,61.4370608,-142.90307372,1531,U
MYF,Montgomery Field,32.4759,117.759,17,A
MYL,McCall Municipal Airport,44.889722,-116.101389,5021,A
MYR,Myrtle Beach Intl,33.67975,-78.928333,25,A
MYU,Mekoryuk Airport,60.3714,-166.271,48,A
MYV,Yuba County Airport,39.0553,-121.3411,62,A
MZJ,Pinal Airpark,32.509722,-111.325278,1893,N
N53,Stroudsburg-Pocono Airport,41.0358717,-75.1606789,480,A
N69,Stormville Airport,41.5769708,-73.7323514,358,A
N87,Trenton-Robbinsville Airport,40.2139444,-74.6017778,118,A
NBG,New Orleans Nas Jrb,29.825333,-90.035,3,A
NBU,Naval Air Station,42.090556,-87.8225,653,A
NCN,Chenega Bay Airport,60.077222,-147.991944,72,A
NEL,Lakehurst Naes,40.033333,-74.353333,103,A
NEW,Lakefront,30.0424167,-90.02825,7,A
NFL,Fallon Nas,39.416584,-118.70098,3934,A
NGF,Kaneohe Bay Mcaf,21.450453,-157.768,24,A
NGP,Corpus Christi NAS,27.692701,-97.290376,18,A
NGU,Norfolk Ns,36.937644,-76.289289,15,A
NGZ,NAS Alameda,37.7861,-122.3186,10,U
NHK,Patuxent River Nas,38.285981,-76.411781,39,A
NIB,Nikolai Airport,63.010833,-154.383889,427,A
NID,China Lake Naws,35.685422,-117.692039,2283,A
NIP,Jacksonville Nas,30.235834,-81.680556,22,A
NJK,El Centro Naf,32.829222,-115.671667,-42,A
NKT,Cherry Point Mcas,34.900872,-76.880733,29,A
NKX,Miramar Mcas,32.867694,-117.14175,478,A
NLC,Lemoore Nas,36.333012,-119.95208,234,A
NLG,Nelson Lagoon,56.0075,-161.160278,14,A
NME,Nightmute Airport,60.471111,-164.700833,4,A
NMM,Meridian Nas,32.552083,-88.555557,317,A
NNL,Nondalton Airport,59.966944,-154.851667,262,A
NOW,Port Angeles Cgas,48.141481,-123.414075,13,A
NPA,Pensacola Nas,30.352656,-87.318647,28,A
NPZ,Porter County Municipal Airport,41.4539722,-87.0070833,770,A
NQA,Millington Rgnl Jetport,35.356667,-89.870278,320,A
NQI,Kingsville Nas,27.507223,-97.809723,50,A
NQX,Key West Nas,24.575834,-81.688889,6,A
NSE,Whiting Fld Nas North,30.724167,-87.021944,199,A
NTD,Point Mugu Nas,34.120285,-119.12094,13,A
NTU,Oceana Nas,36.820703,-76.033542,22,A
NUI,Nuiqsut Airport,70.21,-151.005556,38,A
NUL,Nulato Airport,64.729444,-158.074167,399,A
NUP,Nunapitchuk Airport,60.905833,-162.439167,12,A
NUQ,Moffett Federal Afld,37.416142,-122.049139,32,A
NUW,Whidbey Island Nas,48.351803,-122.655906,47,A
NXP,Twentynine Palms Eaf,34.296161,-116.162203,2051,A
NXX,Willow Grove Nas Jrb,40.199833,-75.148167,358,A
NY9,Long Lake,43.9750617,-74.42044,1629,A
NYC,All Airports,40.714167,-74.005833,31,A
NYG,Quantico Mcaf,38.501683,-77.305333,11,A
NZC,Cecil Field,30.2187,-81.8767,81,A
NZJ,El Toro,33.676132,-117.731164,383,A
NZY,North Island Nas,32.699219,-117.21531,26,A
O03,Morgantown Airport,40.1570414,-75.8704892,600,A
O27,Oakdale Airport,37.7563333,-120.8001944,237,A
OAJ,Albert J Ellis,34.829164,-77.612139,94,A
OAK,Metropolitan Oakland Intl,37.721278,-122.220722,9,A
OAR,Marina Muni,36.681878,-121.762347,134,A
OBE,County,27.265833,-80.851111,34,A
OBU,Kobuk Airport,66.912222,-156.897222,137,A
OCA,Key Largo,25.325393,-80.274775,8,A
OCF,International Airport,29.1725,-82.224167,89,A
OEB,Branch County Memorial Airport,41.9335691,-85.0522935,959,A
OFF,Offutt Afb,41.118332,-95.912511,1052,A
OGG,Kahului,20.89865,-156.430458,54,N
OGS,Ogdensburg Intl,44.681854,-75.4655,297,A
OJC,Johnson County Airport,38.5051,-94.4415,1096,A
OKC,Will Rogers World,35.393089,-97.600733,1295,A
OLF,LM Clayton Airport,48.094444,-105.575,1986,A
OLH,Old Harbor Airport,57.218056,-153.269722,55,A
OLM,Olympia Regional Airpor,46.9694044,-122.90254470000001,209,A
OLS,Nogales Intl,31.417722,-110.84789,3955,A
OLT,San Diego Old Town Transit Center,32.7552,-117.1995,0,A
OLV,Olive Branch Muni,34.876944,-89.783333,350,A
OMA,Eppley Afld,41.303167,-95.894069,984,A
OME,Nome,64.512203,-165.445247,37,A
OMN,Ormond Beach municipal Airport,29.1804,-81.06497,28,A
ONH,Oneonta Municipal Airport,42.524722,-75.064444,1763,A
ONP,Newport Municipal Airport,44.580361,-124.057917,160,A
ONT,Ontario Intl,34.056,-117.601194,944,A
OOK,Toksook Bay Airport,60.541389,-165.087222,59,A
OPF,Opa Locka,25.907,-80.278389,8,A
OQN,Brandywine Airport,39.5924,-75.3455,466,A
OQU,Quonset State Airport,41.5971389,-71.4121389,18,A
ORD,Chicago Ohare Intl,41.978603,-87.904842,668,A
ORF,Norfolk Intl,36.894611,-76.201222,26,A
ORH,Worcester Regional Airport,42.2673,-71.8757,1009,A
ORI,Port Lions Airport,57.885278,-152.846111,52,A
ORL,Executive,28.545464,-81.332936,113,A
ORT,Northway,62.961334,-141.929136,1716,A
ORV,Robert Curtis Memorial Airport,66.8175,-161.022222,55,A
OSC,Oscoda Wurtsmith,44.451558,-83.394053,634,A
OSH,Wittman Regional Airport,44.024983,-88.551336,790,A
OSU,Ohio State University Airport,40.0798,-83.073,905,U
OTH,Southwest Oregon Regional Airport,43.4171,-124.246,17,A
OTS,Anacortes Airport,48.498889,-122.6625,241,A
OTZ,Ralph Wien Mem,66.884678,-162.59855,11,A
OWB,Owensboro Daviess County Airport,37.7401,-87.1668,406,A
OWD,Norwood Memorial Airport,42.1905278,-71.1729444,49,A
OXC,Waterbury-Oxford Airport,41.4785556,-73.13525,726,A
OXD,Miami University Airport,39.5022607,-84.7843814,1040,U
OXR,Oxnard - Ventura County,34.200833,-119.207222,15,A
OZA,Ozona Muni,30.735281,-101.202972,2381,A
P08,Coolidge Municipal Airport,32.9359016418457,-111.427001953125,1574,A
P52,Cottonwood Airport,34.7299995422363,-112.035003662109,3550,A
PAE,Snohomish Co,47.906342,-122.281564,606,A
PAH,Barkley Regional Airport,37.0602875,-88.7729583,410,A
PAM,Tyndall Afb,30.069567,-85.575417,17,A
PAO,Palo Alto Airport of Santa Clara County,37.4611111,-122.1150556,7,A
PAQ,Palmer Muni,61.594914,-149.088711,242,A
PBF,Grider Fld,34.173142,-91.935597,206,A
PBG,Plattsburgh Intl,44.650944,-73.468139,234,A
PBI,Palm Beach Intl,26.683161,-80.095589,19,A
PBV,St George,56.578344,-169.661611,125,A
PBX,Pike County Airport - Hatcher Field,37.5617639,-82.5663889,1473,A
PCW,Erie-Ottawa Regional Airport,41.5162703,-82.8694868,590,U
PCZ,Waupaca Municipal Airport,44.33325,-89.0197778,840,A
PDB,Pedro Bay Airport,59.782222,-154.1325,45,A
PDK,Dekalb-Peachtree Airport,33.8756111,-84.3019722,1003,A
PDT,Eastern Oregon Regional Airport,45.695,-118.841389,1497,A
PDX,Portland Intl,45.588722,-122.5975,30,A
PEC,Pelican Seaplane Base,57.955278,-136.236389,0,A
PEQ,Pecos Municipal Airport,31.3823889,-103.5107222,2613,A
PFN,Panama City Bay Co Intl,30.212083,-85.682806,20,A
PGA,Page Municipal Airport,36.9261,-111.4483,4316,A
PGD,Charlotte County-Punta Gorda Airport,26.919722,-81.990556,26,A
PGV,Pitt-Greenville Airport,35.635278,-77.385278,27,A
PHD,Harry Clever Field Airport,40.4701667,-81.4199444,894,A
PHF,Newport News Williamsburg Intl,37.131894,-76.492989,43,A
PHK,Pahokee Airport,26.789,-80.692,18,A
PHL,Philadelphia Intl,39.871944,-75.241139,36,A
PHN,St Clair Co Intl,42.910957,-82.528862,650,A
PHO,Point Hope Airport,68.3488,-166.799,12,A
PHX,Phoenix Sky Harbor Intl,33.434278,-112.011583,1135,N
PIA,Peoria Regional,40.664203,-89.693258,660,A
PIB,Hattiesburg Laurel Regional Airport,31.4671,-89.3371,298,A
PIE,St Petersburg Clearwater Intl,27.910167,-82.687389,10,A
PIH,Pocatello Regional Airport,42.9098,-112.596,4452,A
PIM,Harris County Airport,32.8406944,-84.8824444,902,A
PIP,Pilot Point Airport,57.585393,-157.571944,57,A
PIR,Pierre Regional Airport,44.3827,-100.286,1742,A
PIT,Pittsburgh Intl,40.491467,-80.232872,1204,A
PIZ,Point Lay Lrrs,69.732875,-163.005342,25,A
PKB,Mid-Ohio Valley Regional Airport,39.3451039,-81.4392031,858,A
PLN,Pellston Regional Airport of Emmet County Airport,45.5709,-84.7967,720,A
PMB,Pembina Muni,48.942501,-97.240833,795,A
PMD,Palmdale Rgnl Usaf Plt 42,34.629391,-118.08456,2543,A
PML,Port Moller Airport,56.006111,-160.560833,20,A
PMP,Pompano Beach Airpark,26.2471389,-80.1110556,19,A
PNC,Ponca City Rgnl,36.731958,-97.099781,1007,A
PNE,Northeast Philadelphia,40.081944,-75.010586,121,A
PNM,Princeton Muni,45.559868,-93.608217,979,A
PNS,Pensacola Rgnl,30.473425,-87.186611,121,A
POB,Pope Field,35.170883,-79.014472,217,A
POC,Brackett Field,34.0916667,-117.7817778,1014,A
POE,Polk Aaf,31.044833,-93.191667,330,A
POF,Poplar Bluff Municipal Airport,36.77394444,-90.3248611,331,A
PPC,Prospect Creek Airport,66.814167,-150.643611,1095,A
PPV,Port Protection Seaplane Base,56.328889,-133.61,0,A
PQI,Northern Maine Rgnl At Presque Isle,46.688958,-68.044797,534,A
PQS,Pilot Station Airport,61.934444,-162.899444,305,A
PRC,Ernest A Love Fld,34.654472,-112.419583,5045,A
PRL,Port Oceanic Airport,60.2083333,-147.8194444,142,A
PSC,Tri Cities Airport,46.2647,-119.119,410,A
PSG,Petersburg James A. Johnson,56.801667,-132.945278,105,A
PSM,Pease International Tradeport,43.0779,-70.8233,100,A
PSP,Palm Springs Intl,33.829667,-116.506694,477,A
PSX,Palacios Muni,28.727508,-96.250958,14,A
PTA,Port Alsworth Airport,60.208281,-154.306586,253,A
PTB,Dinwiddie County Airport,37.18375,-77.507388,193,A
PTH,Port Heiden Airport,56.9591,-158.633,95,A
PTK,Oakland Co. Intl,42.667,-83.35,980,A
PTU,Platinum,59.011356,-161.819664,15,A
PUB,Pueblo Memorial,38.289085,-104.496572,4726,A
PUC,Carbon County Regional-Buck Davis Field,39.609722,-110.75278,5957,A
PUW,Pullman-Moscow Rgnl,46.743861,-117.109583,2556,A
PVC,Provincetown Muni,42.071945,-70.22139,9,A
PVD,Theodore Francis Green State,41.732581,-71.420383,55,A
PVU,Provo Municipal Airport,40.21805555,-111.72222222,4497,A
PWK,Chicago Executive,42.1142897,-87.9015376,647,A
PWM,Portland Intl Jetport,43.646161,-70.309281,77,A
PWT,Bremerton National,47.490244,-122.764814,444,A
PYM,Plymouth Municipal Airport,41.9090278,-70.7287778,148,A
PYP,Centre-Piedmont-Cherokee County Regional Airport,34.0899167,-85.6100833,595,A
R49,Ferry County Airport,48.7182058,-118.6564714,2522,A
RAC,John H. Batten Airport,42.7605,-87.8152,674,A
RAL,Riverside Muni,33.951875,-117.445103,818,A
RAP,Rapid City Regional Airport,44.045278,-103.057222,3204,A
RBD,Dallas Executive Airport,32.680833,-96.868333,201,A
RBK,French Valley Airport,33.5741791,-117.1284732,1350,A
RBM,Robinson Aaf,34.850089,-92.300153,587,A
RBN,Fort Jefferson,24.61667,-82.86667,0,A
RBY,Ruby Airport,64.7272,-155.47,653,A
RCA,Ellsworth Afb,44.145042,-103.103567,3279,A
RCE,Roche Harbor Seaplane Base,48.608056,-123.159722,0,A
RCZ,Richmond County Airport,34.8913056,-79.7596111,358,A
RDD,Redding Muni,40.509,-122.293389,504,A
RDG,Reading Regional Carl A Spaatz Field,40.3785,-75.9652,344,A
RDM,Roberts Fld,44.254066,-121.149964,3077,A
RDR,Grand Forks Afb,47.961098,-97.401194,913,A
RDU,Raleigh Durham Intl,35.877639,-78.787472,435,A
RDV,Red Devil Airport,61.788056,-157.350278,174,A
REI,Redlands Municipal Airport,34.08525,-117.146388,1574,A
RFD,Chicago Rockford International Airport,42.1953611,-89.0972222,742,A
RHI,Rhinelander Oneida County Airport,45.6312,-89.4675,1624,A
RIC,Richmond Intl,37.505167,-77.319667,167,A
RID,Richmond Municipal Airport,39.7561006,-84.8427175,1140,U
RIF,Richfield Minicipal Airport,38.7364361,-112.0989444,5301,A
RIL,Garfield County Regional Airport,39.5263056,-107.7269444,5548,A
RIR,Flabob Airport,33.988778,-117.409971,764,A
RIU,Rancho Murieta,38.486778,-121.102778,141,A
RIV,March Arb,33.880711,-117.259453,1535,A
RIW,Riverton Regional,43.064167,-108.459722,5525,A
RKD,Knox County Regional Airport,44.0601111,-69.0992303,56,A
RKH,Rock Hill York Co Bryant Airport,34.9878,-81.0572,667,A
RKP,Aransas County Airport,28.0862222,-97.0436944,24,A
RKS,Rock Springs Sweetwater County Airport,41.5942,-109.065,6760,A
RME,Griffiss Afld,43.2338,-75.407033,504,A
RMG,Richard B Russell Airport,34.3507778,-85.1586667,664,A
RMP,Rampart Airport,65.507778,-150.140833,302,A
RMY,Brooks Field Airport,42.2511932,-84.9554443,941,A
RND,Randolph Afb,29.529675,-98.2789,762,A
RNM,Ramona Airport,33.0391667,-116.91525,1395,A
RNO,Reno Tahoe Intl,39.499108,-119.768108,4415,A
RNT,Renton,47.4931389,-122.21575,32,A
ROA,Roanoke Regional,37.325472,-79.975417,1175,A
ROC,Greater Rochester Intl,43.118866,-77.672389,559,A
ROW,Roswell Intl Air Center,33.301556,-104.530556,3671,A
RSH,Russian Mission Airport,61.775,-161.319444,51,A
RSJ,Rosario Seaplane Base,48.645556,-122.868056,0,A
RST,Rochester,43.908283,-92.500014,1317,A
RSW,Southwest Florida Intl,26.536167,-81.755167,30,A
RUT,Rutland State Airport,43.5294,-72.9496,787,A
RVS,Richard Lloyd Jones Jr Airport,36.0396111,-95.9846389,638,A
RWI,Rocky Mount Wilson Regional Airport,35.8563,-77.8919,159,A
RWL,Rawlins Municipal Airport-Harvey Field,41.8055975,-107.19994,6813,A
RYY,Cobb County Airport-Mc Collum Field,34.0131569,-84.5970556,1041,A
S30,Lebanon State,44.3179,-122.5577,344,A
S40,Prosser,46.128,-119.4773,705,A
S46,Port O\\'Connor Airfield,28.429977,-96.442859,10,A
SAA,Shively Field Airport,41.4448594,-106.8235264,7012,A
SAC,Sacramento Executive,38.512524,-121.49347,24,A
SAD,Safford Regional Airport,32.8533333,-109.6350833,3179,N
SAF,Santa Fe Muni,35.617108,-106.089422,6348,A
SAN,San Diego Intl,32.733556,-117.189667,17,A
SAT,San Antonio Intl,29.533694,-98.469778,809,A
SAV,Savannah Hilton Head Intl,32.127583,-81.202139,51,A
SBA,Santa Barbara Muni,34.426211,-119.840372,10,A
SBD,San Bernardino International Airport,34.0953521,-117.2348722,1159,A
SBM,Sheboygan County Memorial Airport,43.7696,-87.851402,755,A
SBN,South Bend Rgnl,41.708661,-86.31725,799,A
SBO,Emanuel Co,32.609139,-82.369944,327,A
SBP,San Luis County Regional Airport,35.2368,-120.642,212,A
SBS,Steamboat Springs Airport-Bob Adams Field,40.51625,-106.8663056,6882,A
SBY,Salisbury Ocean City Wicomico Rgnl,38.340525,-75.510289,52,A
SCC,Deadhorse,70.19475,-148.465167,64,A
SCE,University Park Airport,40.849278,-77.848694,1239,A
SCH,Stratton ANGB - Schenectady County Airpor,42.85245555,-73.928866666,378,A
SCK,Stockton Metropolitan,37.894167,-121.238306,33,A
SCM,Scammon Bay Airport,61.845278,-165.571389,14,A
SDC,Williamson-Sodus Airport,43.2347904,-77.119444,424,A
SDF,Louisville International Airport,38.1740858,-85.7364989,501,A
SDM,Brown Field Municipal Airport,32.5722722,-116.9801611,526,A
SDP,Sand Point Airport,55.315,-160.523,21,A
SDX,Sedona,34.848628,-111.788472,4830,A
SDY,Sidney-Richland Municipal Airport,47.706944,-104.1925,1984,A
SEA,Seattle Tacoma Intl,47.449,-122.309306,433,A
SEE,Gillespie,32.8262222,-116.9724444,388,A
SEF,Regional - Hendricks AAF,27.456389,-81.342222,63,A
SEM,Craig Fld,32.343947,-86.987803,166,A
SES,Selfield Airport,32.4404,-86.9522,131,A
SFB,Orlando Sanford Intl,28.777639,-81.237489,55,A
SFF,Felts Fld,47.682819,-117.322558,1953,A
SFM,Sanford Regional,43.39383,-70.708,244,A
SFO,San Francisco Intl,37.618972,-122.374889,13,A
SFZ,North Central State,41.920764,-71.491381,441,A
SGF,Springfield Branson Natl,37.245667,-93.388639,1268,A
SGH,Springfield-Beckly Municipal Airport,39.8402778,-83.8401667,1051,A
SGJ,St. Augustine Airport,29.95925,-81.3397222,10,A
SGR,Sugar Land Regional Airport,29.62225,-95.6565278,82,A
SGU,St George Muni,37.090583,-113.593056,2941,A
SGY,Skagway Airport,59.4601,-135.316,44,A
SHD,Shenandoah Valley Regional Airport,38.263889,-78.896389,1201,A
SHG,Shungnak Airport,66.888056,-157.1625,197,A
SHH,Shishmaref Airport,66.2496,-166.089,12,A
SHR,Sheridan County Airport,44.7692,-106.98,4021,A
SHV,Shreveport Rgnl,32.446629,-93.8256,258,A
SHX,Shageluk Airport,62.692222,-159.569167,79,A
SIK,Sikeston Memorial Municipal,36.8988889,-89.56175,315,A
SIT,Sitka Rocky Gutierrez,57.047138,-135.361611,21,A
SJC,Norman Y Mineta San Jose Intl,37.3626,-121.929022,62,A
SJT,San Angelo Rgnl Mathis Fld,31.35775,-100.496306,1919,A
SKA,Fairchild Afb,47.615058,-117.655772,2461,A
SKF,Lackland Afb Kelly Fld Annex,29.384228,-98.581108,691,A
SKK,Shaktoolik Airport,64.371111,-161.223889,24,A
SKY,Griffing Sandusky,41.433361,-82.652333,580,A
SLC,Salt Lake City Intl,40.788389,-111.977772,4227,A
SLE,McNary Field,44.9095,-123.003,214,A
SLK,Adirondack Regional Airport,44.3853,-74.2062,1663,A
SLN,Salina Municipal Airport,38.791,-97.6522,1288,A
SLQ,Sleetmute Airport,61.700566,-157.165833,190,A
SMD,Smith Fld,41.143353,-85.152778,834,A
SME,Lake Cumberland Regional Airport,37.053611,-84.615556,927,A
SMF,Sacramento Intl,38.695417,-121.590778,27,A
SMK,St. Michael Airport,63.49,-162.110278,98,A
SMN,Lemhi County Airport,45.123889,-113.881389,4043,A
SMO,Santa Monica Municipal Airport,34.0158333,-118.4513056,177,A
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,34.8989,-120.457,261,A
SNA,John Wayne Arpt Orange Co,33.675667,-117.868222,56,A
SNP,St Paul Island,57.167333,-170.220444,63,A
SNY,Sidney Muni Airport,41.10167,-102.985,4313,A
SOP,Moore County Airport,35.2376111,-79.3887958,455,A
SOW,Show Low Regional Airport,34.265556,-110.005556,6415,A
SPB,Scappoose Industrial Airpark,45.771028,-122.861833,58,A
SPF,Black Hills Airport-Clyde Ice Field,44.4811407,-103.7860053,3931,A
SPG,Albert Whitted,27.765111,-82.626972,7,A
SPI,Abraham Lincoln Capital,39.8441,-89.677889,597,A
SPS,Sheppard Afb Wichita Falls Muni,33.988797,-98.491894,1019,A
SPW,Spencer Muni,43.165527,-95.202805,1339,A
SPZ,Silver Springs Airport,39.4030278,-119.2511944,4269,A
SQL,San Carlos Airport,37.511944,-122.249444,5,A
SRQ,Sarasota Bradenton Intl,27.395444,-82.554389,30,A
SRR,Sierra Blanca Regional Airport,33.46285,-105.534751,6814,A
SRV,Stony River 2 Airport,61.7875,-156.591111,230,A
SSC,Shaw Afb,33.972719,-80.470564,242,A
SSI,McKinnon Airport,31.1519722,-81.3910556,19,A
STC,Saint Cloud Regional Airport,45.546556,-94.059889,1031,A
STE,Stevens Point Municipal Airport,44.5451356,-89.5302844,1110,A
STG,St. George Airport,56.577222,-169.663611,125,A
STJ,Rosecrans Mem,39.771944,-94.909706,826,A
STK,Sterling Municipal Airport,40.6153136,-103.2648454,4040,A
STL,Lambert St Louis Intl,38.748697,-90.370028,618,A
STS,Charles M Schulz Sonoma Co,38.508978,-122.81288,125,A
SUA,Witham Field Airport,27.1816996,-80.221294,16,A
SUE,Door County Cherryland Airport,44.8436667,-87.4215556,725,U
SUN,Friedman Mem,43.504444,-114.296194,5320,A
SUS,Spirit Of St Louis,38.662119,-90.652044,463,A
SUU,Travis Afb,38.262692,-121.927464,62,A
SUX,Sioux Gateway Col Bud Day Fld,42.402603,-96.384367,1098,A
SVA,Savoonga Airport,63.6864,-170.493,53,A
SVC,Grant County Airport,32.6365,-108.156,5446,A
SVH,Regional Airport,35.7649958,-80.9538958,968,A
SVN,Hunter Aaf,32.01,-81.145683,42,A
SVW,Sparrevohn Lrrs,61.097369,-155.574228,1583,A
SWD,Seward Airport,60.1269383,-149.4188122,22,U
SWF,Stewart Intl,41.504094,-74.104839,491,A
SXP,Sheldon Point Airport,62.520556,-164.847778,12,A
SXQ,Soldotna Airport,60.4749583,-151.0382389,113,U
SYA,Eareckson As,52.712275,174.11362,98,A
SYB,Seal Bay Seaplane Base,58.166667,-152.5,0,A
SYR,Syracuse Hancock Intl,43.111187,-76.106311,421,A
SZL,Whiteman Afb,38.730306,-93.547864,870,A
TAL,Tanana Airport,65.179556,-152.075833,207,A
TAN,Taunton Municipal Airport - King Field,41.8744017,-71.0166453,43,A
TBN,Waynesville Rgnl Arpt At Forney Fld,37.741631,-92.140736,1159,A
TCC,Tucumcari Muni,35.182777,-103.603186,4065,A
TCL,Tuscaloosa Rgnl,33.220627,-87.611403,170,A
TCM,Mc Chord Afb,47.137678,-122.476475,322,A
TCS,Truth Or Consequences Muni,33.236944,-107.27175,4853,A
TCT,Takotna Airport,62.971944,-156.082778,825,A
TEB,Teterboro,40.850103,-74.060837,9,A
TEK,Tatitlek Airport,60.8725,-146.691111,62,A
TEX,Telluride,37.953759,-107.90848,9078,A
TIK,Tinker Afb,35.414739,-97.386633,1291,A
TIW,Tacoma Narrows Airport,47.267944,-122.57811,294,A
TIX,Space Coast Reg'l Airport,28.5148,-80.7992278,34,A
TKA,Talkeetna,62.3205,-150.093694,358,A
TKE,Tenakee Seaplane Base,57.779722,-135.218333,0,A
TKF,Truckee-Tahoe Airport,39.3200422,-120.1395628,5900,A
TKI,Collin County Regional Airport at Mc Kinney,33.1779444,-96.5905278,585,A
TLA,Teller Airport,65.240278,-166.339444,294,A
TLH,Tallahassee Rgnl,30.396528,-84.350333,81,A
TLJ,Tatalina Lrrs,62.894369,-155.976525,964,A
TLT,Tuluksak Airport,61.096944,-160.969444,30,A
TMA,Henry Tift Myers Airport,31.4289814,-83.488545,355,A
TMB,Kendall Tamiami Executive,25.647889,-80.432777,8,A
TNC,Tin City LRRS Airport,65.563056,-167.921667,269,A
TNK,Tununak Airport,60.575556,-165.271667,14,A
TNT,Dade Collier Training And Transition,25.861806,-80.897,13,A
TNX,Tonopah Test Range,37.798836,-116.78075,5549,A
TOA,Zamperini Field Airport,33.803392,-118.339611,101,A
TOC,Toccoa RG Letourneau Field Airport,34.5928117,-83.2963717,996,A
TOG,Togiak Airport,59.0528,-160.397,21,A
TOL,Toledo,41.586806,-83.807833,684,A
TOP,Philip Billard Muni,39.068657,-95.622482,881,A
TPA,Tampa Intl,27.975472,-82.53325,26,A
TPL,Draughon Miller Central Texas Rgnl,31.1525,-97.407778,682,A
TRI,Tri-Cities Regional Airport,36.4752222,-82.4074167,1519,A
TRM,Jacqueline Cochran Regional Airport,33.626666,-116.1596667,0,A
TSS,East 34th Street Heliport,40.7425,-73.971944,10,A
TTD,Portland Troutdale,45.54937,-122.401253,39,A
TTN,Trenton Mercer,40.276692,-74.813469,213,A
TUL,Tulsa Intl,36.198389,-95.888111,677,A
TUP,Tupelo Regional Airport,34.2681,-88.7699,346,A
TUS,Tucson Intl,32.116083,-110.941028,2643,N
TVC,Cherry Capital Airport,44.741445,-85.582235,624,A
TVF,Thief River Falls,48.065556,-96.185,1116,A
TVI,Thomasville Regional Airport,30.9017921,-83.8811285,264,A
TVL,Lake Tahoe Airport,38.893889,-119.995278,8544,A
TWA,Twin Hills Airport,59.074444,-160.275,82,A
TWD,Jefferson County Intl,48.0314,-122.4838,108,A
TWF,Magic Valley Regional Airport,42.481803,-114.487733,4151,A
TXK,Texarkana Rgnl Webb Fld,33.453722,-93.991028,390,A
TYE,Tyonek Airport,61.076667,-151.138056,110,A
TYR,Tyler Pounds Rgnl,32.354139,-95.402386,544,A
TYS,Mc Ghee Tyson,35.810972,-83.994028,981,A
TZR,Bolton Field,39.901111,-83.136944,905,A
U76,Mountain Home Municipal Airport,43.1316111,-115.7305671,3167,A
UCA,Union Station,43.104167,-75.223333,456,A
UDD,Bermuda Dunes Airport,33.7484375,-116.2748133,73,A
UDG,Darlington County Jetport,34.4493845,-79.8900608,192,A
UES,Waukesha County Airport,43.0410278,-88.2370556,911,A
UGN,Waukegan Rgnl,42.422161,-87.867908,727,A
UIN,Quincy Regional Baldwin Field,39.9427,-91.1946,769,A
UMP,Indianapolis Metropolitan Airport,39.935278,-86.045,811,A
UNK,Unalakleet Airport,63.888333,-160.798889,21,A
UPP,Upolu,20.265256,-155.859989,96,A
UST,St. Augustine Airport,29.959167,-81.339722,10,A
UT3,Hite Airport,37.8916547,-110.3840289,3840,A
UTM,Tunica Municipal Airport,34.681,-90.3467,194,A
UTO,Indian Mountain Lrrs,65.992794,-153.704289,1220,A
UUK,Ugnu-Kuparuk Airport,70.330833,-149.5975,67,A
UUU,Newport State,41.533056,-71.282222,172,A
UVA,Garner Field,29.215429,-99.748962,942,A
VAD,Moody Afb,30.967833,-83.193,233,A
VAK,Chevak Airport,61.5338,-165.584,75,A
VAY,South Jersey Regional Airport,39.9428889,-74.84575,53,A
VBG,Vandenberg Afb,34.737333,-120.584306,369,A
VCT,Victoria Regional Airport,28.8526,-96.9185,115,A
VCV,Southern California Logistics,34.597453,-117.382997,2885,A
VDF,Tampa Executive Airport,28.0139772,-82.3452778,22,A
VDZ,Valdez Pioneer Fld,61.133949,-146.248342,118,A
VEE,Venetie Airport,67.008611,-146.366389,574,A
VEL,Vernal Regional Airport,40.440833,-109.51,5278,A
VGT,North Las Vegas Airport,36.2106944,-115.1944444,2205,U
VIS,Visalia Municipal Airport,36.318611,-119.392778,295,A
VLD,Valdosta Regional Airport,30.7825,-83.2767,203,A
VNW,Van Wert County Airport,40.8638295,-84.606358,787,A
VNY,Van Nuys,34.209811,-118.489972,802,A
VOK,Volk Fld,43.938956,-90.253433,912,A
VPC,Cartersville Airport,34.1231475,-84.8487067,759,A
VPS,Eglin Afb,30.48325,-86.5254,87,A
VRB,Vero Beach Muni,27.655556,-80.417944,24,A
VSF,Hartness State,43.343333,-72.517222,577,A
